filter,signals,successes,failures,time_exits,success_rate,wilson_low,avg_net_return_pct
entry_vs_opening_high_pct >= -0.5; volume_ratio >= 2.0; market_median_change_pct >= 0.3,8,4,2,2,50.0,21.52,0.021
entry_vs_opening_high_pct >= -0.5; volume_ratio >= 3.0; entry_gap_pct >= -1.5,8,4,1,3,50.0,21.52,0.053
entry_vs_opening_high_pct >= -0.5; volume_ratio >= 3.0; entry_gap_pct >= -1,8,4,1,3,50.0,21.52,0.053
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 3; cum_value_bil <= 5,8,4,2,2,50.0,21.52,0.059
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 3; cum_value_bil <= 8,8,4,2,2,50.0,21.52,0.059
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 3; cum_value_bil <= 10,8,4,2,2,50.0,21.52,0.059
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 3; cum_value_bil <= 15,8,4,2,2,50.0,21.52,0.059
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 15; market_median_change_pct >= 0.3,8,4,2,2,50.0,21.52,0.021
entry_vs_opening_high_pct >= -0.2; signal_close_vs_vwap_pct >= 0.3; signal_close_vs_vwap_pct >= 1.0,8,4,4,0,50.0,21.52,-0.15
entry_vs_opening_high_pct >= -0.2; signal_close_vs_vwap_pct >= 0.5; signal_close_vs_vwap_pct >= 1.0,8,4,4,0,50.0,21.52,-0.15
entry_vs_opening_high_pct >= -0.2; signal_close_vs_vwap_pct >= 0.5; distance_from_60d_high_pct <= -10,8,4,4,0,50.0,21.52,-0.15
entry_vs_opening_high_pct >= -0.2; signal_close_vs_vwap_pct >= 0.8; signal_close_vs_vwap_pct >= 1.0,8,4,4,0,50.0,21.52,-0.15
entry_vs_opening_high_pct >= -0.2; signal_close_vs_vwap_pct >= 0.8; distance_from_60d_high_pct <= -10,8,4,4,0,50.0,21.52,-0.15
entry_vs_opening_high_pct >= -0.2; signal_close_vs_vwap_pct >= 1.0; distance_from_60d_high_pct <= -8,8,4,4,0,50.0,21.52,-0.15
entry_vs_opening_high_pct >= -0.2; cum_value_bil <= 5; cum_value_bil <= 8,8,4,2,2,50.0,21.52,0.059
entry_vs_opening_high_pct >= -0.2; cum_value_bil <= 5; cum_value_bil <= 10,8,4,2,2,50.0,21.52,0.059
entry_vs_opening_high_pct >= -0.2; cum_value_bil <= 5; cum_value_bil <= 15,8,4,2,2,50.0,21.52,0.059
entry_vs_opening_high_pct >= -0.2; cum_value_bil <= 8; cum_value_bil <= 10,8,4,2,2,50.0,21.52,0.059
entry_vs_opening_high_pct >= -0.2; cum_value_bil <= 8; cum_value_bil <= 15,8,4,2,2,50.0,21.52,0.059
entry_vs_opening_high_pct >= -0.2; cum_value_bil <= 10; entry_gap_pct >= -1,8,4,2,2,50.0,21.52,0.059
entry_vs_opening_high_pct >= -0.2; cum_value_bil <= 10; distance_from_60d_high_pct <= -8,8,4,2,2,50.0,21.52,0.059
entry_vs_opening_high_pct >= 0; signal_close_vs_vwap_pct >= 0.5; volume_ratio >= 2.0,8,4,4,0,50.0,21.52,-0.15
entry_vs_opening_high_pct >= 0; signal_close_vs_vwap_pct >= 0.8; volume_ratio >= 2.0,8,4,4,0,50.0,21.52,-0.15
signal_close_vs_vwap_pct >= 0.3; signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= 0.3,8,4,4,0,50.0,21.52,-0.15
signal_close_vs_vwap_pct >= 0.3; cum_value_bil <= 3; cum_value_bil <= 5,8,4,3,1,50.0,21.52,-0.085
signal_close_vs_vwap_pct >= 0.3; cum_value_bil <= 3; cum_value_bil <= 8,8,4,3,1,50.0,21.52,-0.085
signal_close_vs_vwap_pct >= 0.3; cum_value_bil <= 3; cum_value_bil <= 10,8,4,3,1,50.0,21.52,-0.085
signal_close_vs_vwap_pct >= 0.3; cum_value_bil <= 3; cum_value_bil <= 15,8,4,3,1,50.0,21.52,-0.085
signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= -0.5; market_median_change_pct >= 0.5,8,4,4,0,50.0,21.52,-0.15
signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= 0; market_median_change_pct >= 0.5,8,4,4,0,50.0,21.52,-0.15
signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= 0.3; market_median_change_pct >= 0.5,8,4,4,0,50.0,21.52,-0.15
signal_close_vs_vwap_pct >= 0.3; day_change_pct >= 5; day_change_pct >= 7,8,4,4,0,50.0,21.52,-0.15
signal_close_vs_vwap_pct >= 0.5; signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= 0.3,8,4,4,0,50.0,21.52,-0.15
signal_close_vs_vwap_pct >= 0.5; market_median_change_pct >= 0.3; distance_from_60d_high_pct <= -8,8,4,4,0,50.0,21.52,-0.15
signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 8; market_median_change_pct >= -0.5,8,4,4,0,50.0,21.52,-0.15
signal_close_vs_vwap_pct >= 0.8; cum_value_bil <= 8; market_median_change_pct >= 0,8,4,4,0,50.0,21.52,-0.15
signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= -0.5; market_median_change_pct >= 0.3,8,4,4,0,50.0,21.52,-0.15
signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= 0; market_median_change_pct >= 0.3,8,4,4,0,50.0,21.52,-0.15
volume_ratio >= 2.0; market_median_change_pct >= -0.5; market_median_change_pct >= 0.3,8,4,2,2,50.0,21.52,0.021
volume_ratio >= 2.0; market_median_change_pct >= 0; market_median_change_pct >= 0.3,8,4,2,2,50.0,21.52,0.021
volume_ratio >= 2.0; market_median_change_pct >= 0.3; entry_gap_pct >= -1.5,8,4,2,2,50.0,21.52,0.021
volume_ratio >= 2.0; market_median_change_pct >= 0.3; entry_gap_pct >= -1,8,4,2,2,50.0,21.52,0.021
volume_ratio >= 2.5; cum_value_bil <= 8; market_median_change_pct >= 0,8,4,2,2,50.0,21.52,0.02
volume_ratio >= 2.5; market_median_change_pct >= 0; entry_gap_pct >= -0.5,8,4,2,2,50.0,21.52,-0.053
volume_ratio >= 3.0; cum_value_bil <= 5; entry_gap_pct >= -1.5,8,4,2,2,50.0,21.52,0.02
volume_ratio >= 3.0; cum_value_bil <= 5; entry_gap_pct >= -1,8,4,2,2,50.0,21.52,0.02
volume_ratio >= 3.0; cum_value_bil <= 10; market_median_change_pct >= -0.5,8,4,2,2,50.0,21.52,0.02
volume_ratio >= 3.0; cum_value_bil <= 15; market_median_change_pct >= -0.5,8,4,2,2,50.0,21.52,0.02
cum_value_bil <= 8; entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -10,8,4,1,3,50.0,21.52,0.221
cum_value_bil <= 10; market_median_change_pct >= 0.3; distance_from_60d_high_pct <= -8,8,4,2,2,50.0,21.52,0.077
cum_value_bil <= 15; market_median_change_pct >= 0.3; distance_from_60d_high_pct <= -10,8,4,2,2,50.0,21.52,0.077
volume_ratio >= 2.0,25,12,7,6,48.0,30.03,-0.007
cum_value_bil <= 10; distance_from_60d_high_pct <= -8,23,11,7,5,47.83,29.24,0.013
cum_value_bil <= 10; cum_value_bil <= 15; distance_from_60d_high_pct <= -8,23,11,7,5,47.83,29.24,0.013
signal_hhmm <= 935; cum_value_bil <= 8,21,10,7,4,47.62,28.34,-0.045
signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 10,21,10,9,2,47.62,28.34,-0.097
volume_ratio >= 2.0; distance_from_60d_high_pct <= -8,21,10,6,5,47.62,28.34,-0.02
signal_hhmm <= 935; signal_hhmm <= 940; cum_value_bil <= 8,21,10,7,4,47.62,28.34,-0.045
signal_hhmm <= 935; cum_value_bil <= 8; cum_value_bil <= 10,21,10,7,4,47.62,28.34,-0.045
signal_hhmm <= 935; cum_value_bil <= 8; cum_value_bil <= 15,21,10,7,4,47.62,28.34,-0.045
signal_hhmm <= 940; cum_value_bil <= 10; distance_from_60d_high_pct <= -8,21,10,6,5,47.62,28.34,0.029
entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.3; volume_ratio >= 2.0,21,10,7,4,47.62,28.34,-0.06
entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.5; distance_from_60d_high_pct <= -8,21,10,10,1,47.62,28.34,-0.138
signal_close_vs_vwap_pct >= 0.3; signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 10,21,10,9,2,47.62,28.34,-0.097
signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 10; cum_value_bil <= 15,21,10,9,2,47.62,28.34,-0.097
signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= -1.5; distance_from_60d_high_pct <= -8,21,10,10,1,47.62,28.34,-0.138
signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= -1; distance_from_60d_high_pct <= -8,21,10,10,1,47.62,28.34,-0.138
entry_vs_opening_high_pct >= -0.5; volume_ratio >= 2.0,19,9,5,5,47.37,27.33,-0.047
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 10,19,9,6,4,47.37,27.33,-0.061
signal_hhmm <= 935; opening_width_pct <= 3.0; cum_value_bil <= 8,19,9,6,4,47.37,27.33,-0.034
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.5,19,9,9,1,47.37,27.33,-0.177
signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.3; volume_ratio >= 2.0,19,9,7,3,47.37,27.33,-0.065
opening_width_pct <= 3.0; signal_close_vs_vwap_pct >= 0.3; volume_ratio >= 2.0,19,9,6,4,47.37,27.33,-0.051
entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= -0.5; volume_ratio >= 2.0,19,9,5,5,47.37,27.33,-0.047
entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 10,19,9,6,4,47.37,27.33,-0.061
entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 10,19,9,8,2,47.37,27.33,-0.092
entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 8; distance_from_60d_high_pct <= -8,19,9,5,5,47.37,27.33,0.048
entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= -1.5,19,9,9,1,47.37,27.33,-0.177
entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= -1,19,9,9,1,47.37,27.33,-0.177
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 10; cum_value_bil <= 15,19,9,6,4,47.37,27.33,-0.061
signal_close_vs_vwap_pct >= 0.3; cum_value_bil <= 15; distance_from_60d_high_pct <= -8,19,9,8,2,47.37,27.33,-0.109
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 8,17,8,5,4,47.06,26.16,-0.05
entry_vs_opening_high_pct >= -0.5; distance_from_60d_high_pct <= -10,17,8,6,3,47.06,26.16,-0.1
signal_close_vs_vwap_pct >= 0.3; distance_from_60d_high_pct <= -10,17,8,7,2,47.06,26.16,-0.104
signal_close_vs_vwap_pct >= 0.8; entry_gap_pct >= -1.5,17,8,9,0,47.06,26.16,-0.229
signal_close_vs_vwap_pct >= 0.8; entry_gap_pct >= -1,17,8,9,0,47.06,26.16,-0.229
cum_value_bil <= 5; distance_from_60d_high_pct <= -8,17,8,4,5,47.06,26.16,0.071
cum_value_bil <= 15; distance_from_60d_high_pct <= -10,17,8,4,5,47.06,26.16,0.071
signal_hhmm <= 935; entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.5,17,8,8,1,47.06,26.16,-0.18
signal_hhmm <= 935; entry_vs_opening_high_pct >= -0.5; distance_from_60d_high_pct <= -8,17,8,8,1,47.06,26.16,-0.199
signal_hhmm <= 935; cum_value_bil <= 8; market_median_change_pct >= -0.5,17,8,5,4,47.06,26.16,-0.02
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.5; volume_ratio >= 2.0,17,8,5,4,47.06,26.16,-0.05
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 10,17,8,5,4,47.06,26.16,-0.05
signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.5; volume_ratio >= 2.0,17,8,7,2,47.06,26.16,-0.085
signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.8; entry_gap_pct >= -1.5,17,8,9,0,47.06,26.16,-0.229
signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.8; entry_gap_pct >= -1,17,8,9,0,47.06,26.16,-0.229
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.5,17,8,8,1,47.06,26.16,-0.18
entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 8,17,8,5,4,47.06,26.16,-0.05
entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= -0.5; distance_from_60d_high_pct <= -10,17,8,6,3,47.06,26.16,-0.1
entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.3; cum_value_bil <= 5,17,8,6,3,47.06,26.16,-0.055
entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.3; distance_from_60d_high_pct <= -10,17,8,7,2,47.06,26.16,-0.104
entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 8,17,8,7,2,47.06,26.16,-0.085
entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 5; distance_from_60d_high_pct <= -8,17,8,4,5,47.06,26.16,0.071
entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 15; distance_from_60d_high_pct <= -10,17,8,4,5,47.06,26.16,0.071
entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.5; market_median_change_pct >= -0.5,17,8,8,1,47.06,26.16,-0.18
entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.5; market_median_change_pct >= 0,17,8,8,1,47.06,26.16,-0.18
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 8; cum_value_bil <= 10,17,8,5,4,47.06,26.16,-0.05
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 8; cum_value_bil <= 15,17,8,5,4,47.06,26.16,-0.05
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 10; entry_gap_pct >= -1,17,8,5,4,47.06,26.16,-0.05
entry_vs_opening_high_pct >= -0.5; entry_gap_pct >= -1.5; distance_from_60d_high_pct <= -10,17,8,6,3,47.06,26.16,-0.1
entry_vs_opening_high_pct >= -0.5; distance_from_60d_high_pct <= -8; distance_from_60d_high_pct <= -10,17,8,6,3,47.06,26.16,-0.1
signal_close_vs_vwap_pct >= 0.3; signal_close_vs_vwap_pct >= 0.8; entry_gap_pct >= -1.5,17,8,9,0,47.06,26.16,-0.229
signal_close_vs_vwap_pct >= 0.3; signal_close_vs_vwap_pct >= 0.8; entry_gap_pct >= -1,17,8,9,0,47.06,26.16,-0.229
signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= -1.5; distance_from_60d_high_pct <= -10,17,8,7,2,47.06,26.16,-0.104
signal_close_vs_vwap_pct >= 0.3; distance_from_60d_high_pct <= -8; distance_from_60d_high_pct <= -10,17,8,7,2,47.06,26.16,-0.104
signal_close_vs_vwap_pct >= 0.5; signal_close_vs_vwap_pct >= 0.8; entry_gap_pct >= -1.5,17,8,9,0,47.06,26.16,-0.229
signal_close_vs_vwap_pct >= 0.5; signal_close_vs_vwap_pct >= 0.8; entry_gap_pct >= -1,17,8,9,0,47.06,26.16,-0.229
signal_close_vs_vwap_pct >= 0.8; entry_gap_pct >= -1.5; entry_gap_pct >= -1,17,8,9,0,47.06,26.16,-0.229
cum_value_bil <= 5; cum_value_bil <= 8; distance_from_60d_high_pct <= -8,17,8,4,5,47.06,26.16,0.071
cum_value_bil <= 5; cum_value_bil <= 10; distance_from_60d_high_pct <= -8,17,8,4,5,47.06,26.16,0.071
cum_value_bil <= 5; cum_value_bil <= 15; distance_from_60d_high_pct <= -8,17,8,4,5,47.06,26.16,0.071
cum_value_bil <= 8; entry_gap_pct >= -1; distance_from_60d_high_pct <= -8,17,8,4,5,47.06,26.16,0.071
cum_value_bil <= 15; distance_from_60d_high_pct <= -8; distance_from_60d_high_pct <= -10,17,8,4,5,47.06,26.16,0.071
signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.8,15,7,8,0,46.67,24.81,-0.24
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 5,15,7,4,4,46.67,24.81,-0.037
signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 5,15,7,6,2,46.67,24.81,-0.076
signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= -0.5,15,7,8,0,46.67,24.81,-0.24
signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= 0,15,7,8,0,46.67,24.81,-0.24
signal_hhmm <= 930; cum_value_bil <= 10; distance_from_60d_high_pct <= -8,15,7,6,2,46.67,24.81,-0.119
signal_hhmm <= 935; signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.8,15,7,8,0,46.67,24.81,-0.24
signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.3; signal_close_vs_vwap_pct >= 0.8,15,7,8,0,46.67,24.81,-0.24
signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.5; signal_close_vs_vwap_pct >= 0.8,15,7,8,0,46.67,24.81,-0.24
signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 8,15,7,7,1,46.67,24.81,-0.184
signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.8; entry_gap_pct >= -1.5,15,7,8,0,46.67,24.81,-0.24
signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.8; entry_gap_pct >= -1,15,7,8,0,46.67,24.81,-0.24
signal_hhmm <= 935; entry_gap_pct >= -1.5; distance_from_60d_high_pct <= -10,15,7,6,2,46.67,24.81,-0.119
signal_hhmm <= 935; entry_gap_pct >= -1; distance_from_60d_high_pct <= -10,15,7,6,2,46.67,24.81,-0.119
signal_hhmm <= 940; opening_width_pct <= 3.0; signal_close_vs_vwap_pct >= 0.8,15,7,8,0,46.67,24.81,-0.24
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.8,15,7,8,0,46.67,24.81,-0.24
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 8,15,7,4,4,46.67,24.81,-0.037
signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= -0.5,15,7,8,0,46.67,24.81,-0.24
signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= 0,15,7,8,0,46.67,24.81,-0.24
signal_hhmm <= 940; cum_value_bil <= 5; distance_from_60d_high_pct <= -8,15,7,3,5,46.67,24.81,0.1
entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 5,15,7,4,4,46.67,24.81,-0.037
entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.8; entry_gap_pct >= -1.5,15,7,8,0,46.67,24.81,-0.24
entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.8; entry_gap_pct >= -1,15,7,8,0,46.67,24.81,-0.24
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 5; cum_value_bil <= 8,15,7,4,4,46.67,24.81,-0.037
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 5; cum_value_bil <= 10,15,7,4,4,46.67,24.81,-0.037
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 5; cum_value_bil <= 15,15,7,4,4,46.67,24.81,-0.037
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 8; entry_gap_pct >= -1,15,7,4,4,46.67,24.81,-0.037
entry_vs_opening_high_pct >= -0.5; market_median_change_pct >= -0.5; distance_from_60d_high_pct <= -10,15,7,5,3,46.67,24.81,-0.093
signal_close_vs_vwap_pct >= 0.3; signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 5,15,7,6,2,46.67,24.81,-0.076
signal_close_vs_vwap_pct >= 0.3; signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= -0.5,15,7,8,0,46.67,24.81,-0.24
signal_close_vs_vwap_pct >= 0.3; signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= 0,15,7,8,0,46.67,24.81,-0.24
signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= -0.5; distance_from_60d_high_pct <= -10,15,7,6,2,46.67,24.81,-0.098
signal_close_vs_vwap_pct >= 0.5; signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= -0.5,15,7,8,0,46.67,24.81,-0.24
signal_close_vs_vwap_pct >= 0.5; signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= 0,15,7,8,0,46.67,24.81,-0.24
signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 5; cum_value_bil <= 8,15,7,6,2,46.67,24.81,-0.076
signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 5; cum_value_bil <= 10,15,7,6,2,46.67,24.81,-0.076
signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 5; cum_value_bil <= 15,15,7,6,2,46.67,24.81,-0.076
signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= -0.5; market_median_change_pct >= 0,15,7,8,0,46.67,24.81,-0.24
cum_value_bil <= 8; market_median_change_pct >= -0.5; distance_from_60d_high_pct <= -8,15,7,3,5,46.67,24.81,0.1
cum_value_bil <= 10; market_median_change_pct >= -0.5; distance_from_60d_high_pct <= -10,15,7,3,5,46.67,24.81,0.1
cum_value_bil <= 10; entry_gap_pct >= -1.5; distance_from_60d_high_pct <= -10,15,7,3,5,46.67,24.81,0.1
cum_value_bil <= 15; entry_gap_pct >= -1; distance_from_60d_high_pct <= -10,15,7,3,5,46.67,24.81,0.1
signal_close_vs_vwap_pct >= 0.3; cum_value_bil <= 10,26,12,11,3,46.15,28.76,-0.14
signal_close_vs_vwap_pct >= 0.3; cum_value_bil <= 10; cum_value_bil <= 15,26,12,11,3,46.15,28.76,-0.14
opening_width_pct <= 2.5; day_change_pct >= 5,13,6,5,2,46.15,23.21,-0.09
cum_value_bil <= 5; distance_from_60d_high_pct <= -10,13,6,2,5,46.15,23.21,0.139
signal_hhmm <= 925; market_median_change_pct >= -0.5; distance_from_60d_high_pct <= -8,13,6,5,2,46.15,23.21,-0.114
signal_hhmm <= 930; opening_width_pct <= 3.0; distance_from_60d_high_pct <= -10,13,6,5,2,46.15,23.21,-0.114
signal_hhmm <= 930; market_median_change_pct >= -0.5; distance_from_60d_high_pct <= -10,13,6,5,2,46.15,23.21,-0.114
signal_hhmm <= 935; opening_width_pct <= 2.5; cum_value_bil <= 5,13,6,3,4,46.15,23.21,0.02
signal_hhmm <= 935; opening_width_pct <= 2.5; distance_from_60d_high_pct <= -10,13,6,5,2,46.15,23.21,-0.114
signal_hhmm <= 935; opening_width_pct <= 3.0; signal_close_vs_vwap_pct >= 0.8,13,6,7,0,46.15,23.21,-0.254
signal_hhmm <= 935; entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.8,13,6,7,0,46.15,23.21,-0.254
signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 5,13,6,6,1,46.15,23.21,-0.189
signal_hhmm <= 935; market_median_change_pct >= 0; distance_from_60d_high_pct <= -10,13,6,5,2,46.15,23.21,-0.114
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 5,13,6,3,4,46.15,23.21,-0.02
opening_width_pct <= 2.5; opening_width_pct <= 3.0; day_change_pct >= 5,13,6,5,2,46.15,23.21,-0.09
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.8; day_change_pct >= 5,13,6,5,2,46.15,23.21,-0.09
opening_width_pct <= 2.5; cum_value_bil <= 8; distance_from_60d_high_pct <= -8,13,6,2,5,46.15,23.21,0.139
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.8,13,6,7,0,46.15,23.21,-0.254
opening_width_pct <= 3.0; cum_value_bil <= 8; distance_from_60d_high_pct <= -10,13,6,2,5,46.15,23.21,0.139
entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= -0.5,13,6,7,0,46.15,23.21,-0.254
entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= 0,13,6,7,0,46.15,23.21,-0.254
entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 5; distance_from_60d_high_pct <= -10,13,6,2,5,46.15,23.21,0.139
entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= -0.5,13,6,7,0,46.15,23.21,-0.254
entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.8; market_median_change_pct >= 0,13,6,7,0,46.15,23.21,-0.254
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 5; entry_gap_pct >= -1,13,6,3,4,46.15,23.21,-0.02
signal_close_vs_vwap_pct >= 0.3; volume_ratio >= 2.0; entry_gap_pct >= -0.5,13,6,5,2,46.15,23.21,-0.194
volume_ratio >= 2.0; cum_value_bil <= 10; market_median_change_pct >= 0,13,6,2,5,46.15,23.21,0.104
volume_ratio >= 2.0; market_median_change_pct >= -0.5; entry_gap_pct >= -0.5,13,6,4,3,46.15,23.21,-0.105
cum_value_bil <= 5; cum_value_bil <= 8; distance_from_60d_high_pct <= -10,13,6,2,5,46.15,23.21,0.139
cum_value_bil <= 5; cum_value_bil <= 10; distance_from_60d_high_pct <= -10,13,6,2,5,46.15,23.21,0.139
cum_value_bil <= 5; cum_value_bil <= 15; distance_from_60d_high_pct <= -10,13,6,2,5,46.15,23.21,0.139
cum_value_bil <= 5; distance_from_60d_high_pct <= -8; distance_from_60d_high_pct <= -10,13,6,2,5,46.15,23.21,0.139
cum_value_bil <= 8; market_median_change_pct >= -0.5; distance_from_60d_high_pct <= -10,13,6,2,5,46.15,23.21,0.139
cum_value_bil <= 8; entry_gap_pct >= -1.5; distance_from_60d_high_pct <= -10,13,6,2,5,46.15,23.21,0.139
